moviesID,Title,IMDb Score,Rotten Tomatoes Score,Metacritic Score
7920,Sleepless in Seattle,6.8,75,72
7921,I Give It a Year,5.7,51,50
7922,John Mulaney: New in Town,8.3,100,
7923,Indecent Proposal,6,35,35
7924,Maid in Manhattan,5.3,38,45
7925,Ilo Ilo,7.3,100,85
7926,I Am Ali,7.2,64,55
7927,Nymphomaniac: Volume I,6.9,76,64
7928,The Iceman,6.8,66,60
7929,Stuck in Love,7.2,58,49
7930,Pokemon: Indigo League,7.5,,
7931,Ip Man: The Final Fight,6.2,67,55
7932,The Interview,6.5,51,52
7933,Ink Master,7.4,,
7934,Henning Mankells Wallander,7.6,,
7935,House of Flying Daggers,7.5,87,89
7936,High Noon,7.9,97,89
7937,A Company Man,6.7,56,
7938,Hinterland,7.6,,
7939,Homefront,6.5,42,40
7940,Horns,6.5,41,46
7941,Patriot Games,6.9,73,64
7942,Guzaarish,7.4,67,
7943,Get Santa,6.3,79,52
7944,Jim Gaffigan: Beyond the Pale,7.9,,
7945,The Guilt Trip,5.7,37,50
7946,Land Girls,7,,
7947,Ghost Whispers,7.3,72,
7948,The Host,7.1,93,85
7949,The Naked Gun,7.6,88,76
7950,Gambit,5.7,18,
7951,Ghost Pain,7.2,72,
7952,Stand Up Guys,6.5,36,41
7953,Top Gun,6.9,54,50
7954,The Game,6.7,100,
7955,Naruto Shippuden The Movie: Bonds,7,77,
7956,Naruto Shippuden: The Movie,6.9,83,
7957,Jim Gaffigan: Mr. Universe,7.8,100,
7958,The Gruffalo,7.5,,
7959,Ghost,7.1,74,52
7960,Galaxy Quest,7.3,90,70
7961,Star Trek: The Next Generation,8.6,,
7962,Yu-Gi-Oh!,7.2,,
7963,The Starving Games,3.2,0,
7964,Godzilla,5.4,15,32
7965,Gilmore Girls,8.1,,
7966,Armour of God: Operation Condor,7.3,71,
7967,Wetlands,5.8,91,77
7968,Fatal Attraction,6.9,76,67
7969,Felipe Esparza: Theyre Not Going to Laugh at You,6.7,,
7970,Fashion,6.9,70,
7971,Fullmetal Alchemist: The Sacred Star of Milos,7,83,54
7972,Fastest,7.8,80,
7973,Miss Fishers Murder Mysteries,8.3,,
7974,Fire with Fire,5.6,7,
7975,WWII: Lost Films,8.7,,
7976,The Family,6.3,28,42
7977,"I, Frankenstein",5.1,5,30
7978,Flight,7.3,77,76
7979,The Fosters,7.9,,
7980,Room in Rome,6.1,50,
7981,The Moon Embracing the Sun,8,,
7982,"If I Want to Whistle, I Whistle",7.1,68,64
7983,Angel Eyes,7.5,,
7984,Ek Main Aur Ekk Tu,5.7,67,
7985,The House at the End of Time,6.8,72,
7986,Side Effects,7.1,81,75
7987,The Phantom of the Opera: Special Edition,7.2,33,40
7988,The Prince of Egypt,7.1,80,64
7989,Soul Eater,7.8,,
7990,Raw,7.7,81,54
7991,Star Trek: Enterprise,7.5,,
7992,Devils Knot,6.1,25,42
7993,Death Wish,7,68,51
7994,Driving Miss Daisy,7.3,82,81
7995,Dog Pound,7,65,57
7996,Doc Martin,8.3,,
7997,Dead Man Down,6.5,41,39
7998,Donald Glover: Weirdo,7.4,,
7999,Dead Silence,6.2,20,34
8000,Devil,6.2,50,44
8001,Woochi - The Demon Slayer,6.6,65,
8002,Dark Skies,6.3,41,50
8003,Labor Day,6.9,35,52
8004,Star Trek Into Darkness,7.7,84,72
8005,Daniel Tigers Neighborhood,7.4,,
8006,Lavell Crawford: Can a Brother Get Some Love?,7,,
8007,Russell Brand: Messiah Complex,7.3,,
8008,Jack and the Cuckoo-Clock Heart,7,77,56
8009,Clear and Present Danger,6.9,80,74
8010,Contracted,5.3,53,48
8011,The Gruffalos Child,7.2,,
8012,Congo,5.3,22,22
8013,Crocodile Dundee,6.6,88,62
8014,Ouran High School Host Club,8.2,,
8015,The Code,7.4,,
8016,Texas Chainsaw,4.8,19,
8017,Snowpiercer,7.1,94,84
8018,Tyler Perrys The Single Moms Club,7.5,,
8019,The Croods,7.2,72,55
8020,Blue Ruin,7.1,96,78
8021,Beverly Hills Cop,7.3,83,66
8022,Boss,5.1,0,42
8023,My Big Big Friend,6.9,,
8024,Rosario + Vampire,7,,
8025,The Inbetweeners,8.4,,
8026,Bridget Jones: The Edge of Reason,6,27,44
8027,Breathe In,6.4,56,60
8028,Bloodsport,6.8,40,29
8029,Bridget Joness Diary,6.7,80,66
8030,Babys Day Out,6.2,20,
8031,Bo Burnham: what.,8.5,,
8032,Braveheart,8.3,78,68
8033,Room on the Broom,7.6,,
8034,Oldboy,5.7,39,49
8035,Blitz,6.2,48,
8036,Barefoot,6.6,17,22
8037,Peaky Blinders,8.8,,
8038,Bleach the Movie: Hell Verse,7.4,,
8039,Brick Mansions,5.7,26,40
8040,Bleach The Movie: Fade to Black,7.3,85,
8041,Black Mirror,8.8,,
8042,Beyond Scared Straight!,7.3,,
8043,My Awkward Sexual Adventure,6.1,71,
8044,Jeff Dunham: Arguing with Myself,8,,
8045,Bill Burr: You People Are All the Same,8.3,97,
8046,Thunder and the House Of Magic,6.2,73,47
8047,The Devil Is a Part-Timer!,7.7,,
8048,Halt and Catch Fire,8.4,,
8049,Autumn in New York,5.7,19,24
8050,Jackass Presents: Bad Grandpa,6.5,61,54
8051,Berserk: The Golden Age Arc I - The Egg of the King,7.6,77,
8052,Fullmetal Alchemist,8.5,,
8053,Alpha and Omega: A Howl-iday Adventure,5.1,64,
8054,Along Came Polly,6,27,44
8055,Assault on Wall Street,6,25,24
8056,Anthony Bourdain: Parts Unknown,8.8,,
8057,Thick as Thieves,6,20,
8058,Are We There Yet?,4.7,12,27
8059,An American Girl: McKenna Shoots for the Stars,5.9,76,
8060,Kevin Hart: Im a Grown Little Man,7.7,,
8061,Americas Book of Secrets,6.8,,
8062,Pain and Gain,6.4,50,45
8063,Parks and Recreation,8.6,,
8064,American Pie Presents: The Book of Love,4.8,28,
8065,Attack on Titan,8.9,,
8066,Its Always Sunny in Philadelphia,8.8,,
8067,Star Trek: Deep Space Nine,8,,
8068,Eureka Seven,8.1,,
8069,The Fifth Element,7.7,71,52
8070,Scream 4,6.1,60,52
8071,Another 48 Hrs.,5.9,21,23
8072,Beverly Hills Cop III,5.6,9,16
8073,3 Days to Kill,6.2,28,40
8074,Elite Squad: The Enemy Within,8,93,71
8075,Battle Royale 2,4.7,30,
8076,Project A 2,7.1,71,
8077,Ju-On 2,6.4,56,
8078,Don 2,7.1,71,49
8079,Ninja: Shadow of a Tear,6.2,100,
8080,Special 26,8,88,
8081,Wolf Creek 2,6.1,50,44
8082,Crocodile Dundee 2,5.7,10,41
8083,Beverly Hills Cop II,6.5,47,48
8084,Grease 2,4.4,37,52
8085,Grave Encounters 2,5.1,20,
8086,Open Water 2: Adrift,5.2,45,
8087,Anchorman 2: The Legend Continues,6.3,75,61
8088,Johnny English Reborn,6.3,38,46
8089,The Smurfs 2,5.3,14,34
8090,Insidious Chapter 2,6.6,39,40
8091,How to Train Your Dragon 2,7.8,92,76
8092,Cloudy with a Chance of Meatballs 2,6.4,71,59
8093,Storage 24,4.5,,52
8094,20 Feet from Stardom,7.4,99,83
8095,Edge of Seventeen,6.8,78,
8096,From One Second to the Next,7.4,,
8097,The Naked Gun 2 1/2: The Smell of Fear,6.9,56,65
8098,Naked Gun 33 1/3: The Final Insult,6.5,54,63
8099,Tell No One,7.5,93,82
8100,The One I Love,7.1,82,66
8101,District 13,7.2,80,70
8102,14 Blades,6.3,69,50
8103,13 Sins,6.3,65,44
8104,The 100,7.6,,
8105,Mulholland Dr.,7.9,83,85
8106,The Lives of Others,8.4,92,89
8107,The Sweeney,6.1,46,48
8108,The Cat Returns,7.2,91,70
8109,The Tall Man,5.9,41,52
8110,Max Manus: Man of War,7.3,79,60
8111,Shaolin,6.9,74,53
8112,Rurouni Kenshin,7.5,84,
8113,Planet Hulk,6.8,,
8114,Urutoraman zero the movie: Chou kessen! Beriaru ginga teikoku,7,,
8115,Ponyo,7.7,91,86
8116,My Big Fat Greek Wedding,6.6,76,62
8117,Flawless,6.5,40,50
8118,Female Agents,6.8,78,
8119,The Great Escape,8.2,94,86
8120,Wedding Daze,5.6,33,
8121,Doomsday,6,51,51
8122,Whats the Worst That Could Happen?,5.5,10,37
8123,Carandiru,7.6,67,71
8124,Hidden (Cache),7.3,89,83
8125,Bratz: The Movie,3.1,10,21
8126,Spring Breakers,5.3,67,63
8127,Im Not There,6.9,77,73
8128,A Fistful of Dollars,8,98,65
8129,My Afternoons with Margueritte,7.2,85,59
8130,A Royal Affair,7.5,90,73
8131,Harold and Kumar Get the Munchies,7.1,74,64
8132,Sarahs Key,7.5,72,59
8133,Blue Is the Warmest Color,7.7,89,89
8134,Ong Bak 3,5,50,38
8135,"Patrik, Age 1.5",6.9,72,65
8136,The Warriors,7.6,90,65
8137,The Words,7,24,37
8138,Lawless,7.3,66,58
8139,Jo Nesbos Headhunters,7.5,93,72
8140,Akira,8,90,
8141,Fullmetal Alchemist: Brotherhood,9.1,,
8142,Nine,5.8,39,49
8143,Weissensee,8.2,,
8144,Volver,7.6,91,84
8145,Take This Waltz,6.6,79,68
8146,The Town,7.5,92,74
8147,Sunshine,7.2,77,64
8148,Secretary,7,76,63
8149,Soul Surfer,7,45,53
8150,Stromberg,8.3,,
8151,Ray,7.7,79,73
8152,Quartet,6.8,80,64
8153,Push,6.1,23,36
8154,Passengers,5.9,19,40
8155,Stockholm Ostra,6.2,54,
8156,Neue Vahr Sud,6.7,,
8157,Meet the Parents,7,84,73
8158,The Mask,6.9,77,56
8159,Shes the Man,6.3,43,45
8160,Super Size Me,7.2,,73
8161,Memento,8.4,93,80
8162,LOL,7.2,,
8163,Lammbock,7.3,79,
8164,K-On!,7.7,,
8165,The Kingdom,7,51,56
8166,Kokowaah,6.3,63,
8167,The Iron Lady,6.4,52,54
8168,The Island,6.8,40,50
8169,The Ides of March,7.1,83,67
8170,Wuthering Heights,6,68,70
8171,Silent Hill,6.5,31,31
8172,Homevideo,7.4,,
8173,Herr Lehmann,7.2,89,
8174,Notting Hill,7.1,83,68
8175,Helmut Schmidt -- Lebensfragen,7.5,,
8176,Hitman,6.3,28,35
8177,Hellsing,7.9,,
8178,Heartland,8.4,,
8179,Trigun,8.3,,
8180,Glory,7.8,93,78
8181,Jack the Giant Slayer,6.2,52,51
8182,Machine Gun Preacher,6.8,28,43
8183,Ghost Rider: Spirit of Vengeance,4.3,18,34
8184,Green Lantern,5.5,26,39
8185,Fame,5.1,24,39
8186,Full Metal Panic!,7.6,,
8187,The Hills Have Eyes,6.4,52,52
8188,Ein Freund von mir,6.9,,
8189,The Eagle,6.2,39,55
8190,Killer Elite,6.4,28,44
8191,Eragon,5.1,,38
8192,Taxi Driver,8.2,96,94
8193,Dorian Gray,6.3,44,
8194,Deadman Wonderland,7.2,,
8195,Dream House,6,6,35
8196,Shaun of the Dead,7.9,92,76
8197,Sherlock Yack - Zoo Detective,7.1,,
8198,Dune,6.5,51,39
8199,Il Divo,7.3,92,81
8200,Me and You,6.6,67,57
8201,Declaration of War,7,86,73
8202,The Edukators,7.5,70,68
8203,Wadjda,7.5,99,81
8204,The To Do List,5.8,56,61
8205,The Pianist,8.5,95,85
8206,The Orphanage,7.4,87,74
8207,The Lincoln Lawyer,7.3,83,63
8208,Stromberg - Der Film,7.3,,
8209,Dirty Dancing,7,68,65
8210,Der Tatortreiniger,8.5,,
8211,Trois Couleurs - Rouge,8.1,100,100
8212,Chloe,6.3,51,48
8213,Samurai Champloo,8.5,,
8214,Gomorrah,7,91,87
8215,Zoes Zauberschrank,6.9,,
8216,The IT Crowd,8.5,,
8217,Casino,8.2,80,73
8218,Trois Couleurs - Blanc,7.6,87,88
8219,Basic Instinct,7,54,41
8220,The Backyardigans,6.9,,
8221,The Blair Witch Project,6.5,86,81
8222,Bleach: Memories of Nobody: The Movie,7.2,87,
8223,Babe,6.8,97,83
8224,Blades of Glory,6.3,70,64
8225,Bully,6.5,85,
8226,The Incredible Burt Wonderstone,5.9,38,44
8227,Blood Lad,7.1,,
8228,Beastly,5.6,21,40
8229,The Taste of Money,5.7,32,54
8230,Let the Bullets Fly,7.3,76,66
8231,Our Idiot Brother,6.4,70,60
8232,Trois Couleurs - Bleu,7.9,98,85
8233,Bienvenue chez les Chtis,7.1,67,
8234,The Intouchables,8.5,75,57
8235,Berlin Calling,7.2,,
8236,Prince Avalanche,6.4,82,73
8237,Happily NEver After,4.5,4,28
8238,All Is Bright,5.6,49,54
8239,Love Is All You Need,6.5,75,60
8240,All Dogs Go to Heaven,6.8,44,50
8241,Burn After Reading,7,78,63
8242,Master and Commander: The Far Side of the World,7.4,85,81
8243,Only Lovers Left Alive,7.3,85,79
8244,Love Actually,7.6,64,55
8245,Charlies Angels: Full Throttle,4.9,42,48
8246,The Men Who Stare at Goats,6.2,51,54
8247,Alex Cross,5.2,11,30
8248,"O Brother, Where Art Thou?",7.7,78,69
8249,Oscars Oasis,7.5,,
8250,Celeste and Jesse Forever,6.6,71,59
8251,Its a Boy Girl Thing,6.3,67,
8252,Nanny McPhee Returns,6.1,75,52
8253,Tucker and Dale vs. Evil,7.5,85,65
8254,Oggy and the Cockroaches,7.3,,
8255,Loose Cannons,7.3,72,
8256,Dont Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,31,
8257,Mord mit Aussicht,8.1,,
8258,Nicht nachmachen!,7.3,,
8259,The Aviator,7.5,86,77
8260,Couples Retreat,5.5,10,23
8261,Austin Powers: International Man of Mystery,7,71,51
8262,Avengers Assemble,8,91,69
8263,84 Charing Cross Road,7.4,87,
8264,Saw VI,6,39,30
8265,Dragon Ball Z: The Return of Cooler,7.1,,
8266,V for Vendetta,8.2,73,62
8267,Scary Movie 4,5.1,35,40
8268,Spy Kids: All the Time in the World,3.5,22,37
8269,Dragon Ball Z: Lord Slug,6.7,61,
8270,The Adventures of Super Mario Bros. 3,7,24,
8271,Saw III,6.2,28,48
8272,Geheimnisse des Dritten Reichs,7.2,,
8273,Beowulf,6.2,71,59
8274,Terminator 2: Judgment Day,8.5,93,75
8275,Happy Feet Two,5.9,45,50
8276,Saw II,6.6,36,40
8277,Crank 2: High Voltage,6.2,64,41
8278,"Lock, Stock and Two Smoking Barrels",8.2,75,66
8279,Apocalypse - World War II,9,,
8280,21 Jump Street,7.2,84,69
8281,28 Weeks Later,7,71,78
8282,One Hour Photo,6.8,,64
8283,Apollo 18,5.2,23,24
8284,17 Again,6.4,56,48
8285,Tai Chi Zero,6.1,60,52
8286,The Motorcycle Diaries,7.8,83,75
8287,The American,6.3,66,61
8288,Yakari,6.7,,
8289,XXY,7.1,85,67
8290,The Women,5,14,27
8291,Wrong Turn,6.1,40,32
8292,Wallander,7.9,,
8293,Weeds,7.9,,
8294,Unaccompanied Minors,5.3,29,43
8295,Underworld,7,31,42
8296,The Untouchables,7.9,83,79
8297,Taken,7.8,59,51
8298,The Truman Show,8.1,95,90
8299,Sanctum,5.9,30,42
8300,The Sweetest Thing,5.2,26,32
8301,Sahara,6,38,41
8302,Species,5.8,43,49
8303,Sideways,7.5,97,94
8304,Scoop,6.6,41,48
8305,The Usual Suspects,8.5,89,77
8306,Terminator: Salvation,6.5,33,49
8307,Salt,6.4,62,65
8308,The Rugrats Movie,5.9,59,
8309,The Devils Rejects,6.8,55,53
8310,Racing Stripes,5.2,35,43
8311,The Reader,7.6,63,58
8312,Rambo,7,37,46
8313,The Rebound,6.3,41,
8314,Riddick,6.4,57,49
8315,The Reef,5.8,80,
8316,Plonsters,7,,
8317,The Pact,5.8,66,54
8318,Twin Peaks,8.8,13,
8319,Semi-Pro,5.8,22,47
8320,Road to Perdition,7.7,81,72
8321,The Swan Princess,6.5,50,
8322,Saving Private Ryan,8.6,93,91
8323,Penelope,6.7,53,48
8324,Snakes on a Plane,5.4,69,58
8325,Without a Paddle,5.9,14,29
8326,School of Rock,7.1,91,82
8327,Only You,6.5,54,
8328,Oblivion,7,53,54
8329,We Own the Night,6.8,57,59
8330,No Reservations,6.3,42,50
8331,The Social Network,7.7,96,95
8332,Rita,8.1,,
8333,The Raid,7.6,86,73
8334,Marie Antoinette,6.5,57,65
8335,My Week with Marilyn,6.9,83,65
8336,Mystic River,7.9,87,84
8337,Muppets Most Wanted,6.4,80,61
8338,Yes Man,6.8,46,46
8339,Milk,7.5,93,84
8340,The Mechanic,6.6,53,49
8341,Mirror Mirror,5.6,50,46
8342,The Matrix Revolutions,6.8,35,47
8343,The Matrix Reloaded,7.2,73,62
8344,The Matrix,8.7,88,73
8345,The Mentalist,8.1,,
8346,To Rome with Love,6.3,46,54
8347,Zoolander,6.5,63,61
8348,Lauras Ster,6.2,80,
8349,Silence of the Lambs,8.6,96,85
8350,The Last Samurai,7.7,66,55
8351,Top of the Lake,7.5,92,
8352,Stuart Little,5.9,67,61
8353,Le Petit Nicolas,7.1,,
8354,Limitless,7.4,69,59
8355,LOL,4.4,14,
8356,The Office (U.K.),8.5,,
8357,The Shining,8.4,84,66
8358,Knocked Up,6.9,90,85
8359,New Kids Turbo,6.4,54,
8360,Mortal Kombat: The Movie,5.8,46,58
8361,The Kings Speech,8,94,88
8362,The Karate Kid,7.3,89,60
8363,Jeff Dunham: Minding the Monsters,7.1,,
8364,Jack Taylor,7.2,,
8365,Romeo + Juliet,6.7,72,60
8366,Jackie,6.8,58,
8367,Jumanji,7,55,39
8368,Rugrats in Paris: The Movie,6.1,76,62
8369,Dancer in the Dark,8,69,61
8370,Identity Thief,5.7,19,35
8371,Lost in Translation,7.7,95,89
8372,Star Trek: Insurrection,6.4,54,64
8373,Monster-in-Law,5.6,18,31
8374,The September Issue,7.1,83,69
8375,Sudden Impact,6.7,56,52
8376,Midnight in Paris,7.7,93,81
8377,I Love You Phillip Morris,6.6,71,65
8378,P.S. I Love You,7,,39
8379,Invictus,7.3,76,74
8380,Irreversible,7.4,57,51
8381,Immortals,6,46,46
8382,Inception,8.8,87,74
8383,Inkheart,6.1,39,49
8384,The Dukes of Hazzard,5.1,14,33
8385,I Dont Know How She Does It,4.9,17,38
8386,Love Happens,5.7,16,33
8387,Rush Hour,7,61,60
8388,Haywire,5.8,80,67
8389,Hes Just Not That Into You,6.4,41,47
8390,Sherlock Holmes,7.6,69,57
8391,Hotel Transylvania,7.1,45,47
8392,Hunger,7.6,90,82
8393,Hot Shots!,6.8,83,61
8394,The Good Shepherd,6.7,55,61
8395,Why Did I Get Married?,5.9,48,54
8396,Gainsbourg: A Heroic Life,7,73,58
8397,The Glass House,5.8,21,34
8398,Gran Torino,8.1,81,72
8399,The Grey,6.7,,
8400,Generation War,8.5,63,57
8401,Gandhi,8,85,79
8402,Gattaca,7.8,82,64
8403,Get Him to the Greek,6.4,72,65
8404,GoodFellas,8.7,96,90
8405,The Other Guys,6.7,78,64
8406,How I Spent My Summer Vacation,7,82,60
8407,Now Is Good,7.1,56,
8408,Hysteria,6.7,59,53
8409,New Girl,7.7,,
8410,Grease,7.2,75,70
8411,Meet the Fockers,6.3,39,41
8412,Pierrot le fou,7.6,86,
8413,The Forbidden Kingdom,6.6,63,57
8414,Jack Frost,5.4,19,40
8415,The Lord of the Rings: The Fellowship of the Ring,8.8,91,92
8416,Fish Tank,7.3,91,81
8417,The X-Files: Fight the Future,7.5,,
8418,Kevin Hart: Seriously Funny,7.6,,
8419,Failure to Launch,5.6,24,47
8420,From Prada to Nada,5.5,20,39
8421,Forensic Files,8.8,,
8422,Friday,7.3,,54
8423,Full Metal Jacket,8.3,92,76
8424,Fairy Tail the Movie: Phoenix Priestess,7.1,81,
8425,Fargo,8.9,,
8426,Fairy Tail,8,,
8427,Whatever Works,7.1,50,45
8428,Resident Evil,6.7,35,33
8429,The Exorcist,8,83,81
8430,Jane Eyre,7.3,84,76
8431,The Polar Express,6.6,56,61
8432,Escape from Planet Earth,5.9,35,35
8433,Evil Woman,5.9,19,22
8434,Eternal Sunshine of the Spotless Mind,8.3,92,89
8435,Escape Plan,6.7,50,49
8436,Eurotrip,6.6,9,45
8437,Eigen Kweek,7.8,,
8438,Evil Dead,6.5,63,57
8439,Drillbit Taylor,5.7,26,41
8440,Delicatessen,7.6,89,66
8441,Rescue Dawn,7.3,90,77
8442,Dreamcatcher,5.5,28,35
8443,The Devils Double,7.1,54,52
8444,Made in Dagenham,7.2,80,65
8445,Mr. Deeds,5.8,21,24
8446,Ontdek de wereld met Nijntje,7,,
8447,The Departed,8.5,90,85
8448,Dicte,7.3,,
8449,Valentines Day,5.7,18,34
8450,Doom,5.2,18,34
8451,The Muppets,7.1,95,75
8452,The Double,5.9,21,37
8453,Ray Donovan,8.3,,
8454,Penny Dreadful,8.2,,
8455,Die drei Rauber,7,,
8456,Due Date,6.5,40,51
8457,Jochem Myjer: De Rust Zelve,7.9,,
8458,The Wave,7.6,67,
8459,Downfall,8.2,90,82
8460,Walking with Dinosaurs,5.2,23,37
8461,Drive,7.8,92,78
8462,Django Unchained,8.4,87,81
8463,Des vents contraires,6.5,57,
8464,The Constant Gardener,7.4,83,82
8465,Larry Crowne,6.1,37,41
8466,The Chaser,7.8,82,64
8467,Source Code,7.5,92,74
8468,Contempt,7.6,93,
8469,Jeff Dunham: Controlled Chaos,7.5,82,
8470,"Nijntje: kleuren, cijfers en vormen",7,,
8471,Whitechapel,7.9,,
8472,Margin Call,7.1,87,76
8473,Conviction,7.2,68,61
8474,The Da Vinci Code,6.6,26,46
8475,Centurion,6.4,61,62
8476,Lara Croft Tomb Raider: The Cradle of Life,5.6,24,43
8477,Spirit: Stallion of the Cimarron,7.2,70,52
8478,Nijntje,7,,
8479,How the Grinch Stole Christmas,6.2,49,46
8480,Clash of the Titans,5.8,27,39
8481,Crimi Clowns: De Movie,6.9,73,
8482,Call the Midwife,8.4,,
8483,Coraline,7.7,90,80
8484,Crank,6.9,61,57
8485,Winters Bone,7.1,94,90
8486,Here Comes the Boom,6.4,41,40
8487,Naruto the Movie: Ninja Clash in the Land of Snow,6.7,85,
8488,Million Dollar Baby,8.1,90,86
8489,Brokeback Mountain,7.7,87,87
8490,Rumble in the Bronx,6.8,80,61
8491,Jimmy Neutron: Boy Genius,6,74,65
8492,Bram Stokers Dracula,7.1,,
8493,Thats My Boy,5.5,,31
8494,The Woman in Black,6.4,67,62
8495,Blue Valentine,7.4,87,81
8496,Breathless,7.8,97,
8497,Behind Enemy Lines,6.4,37,49
8498,Bandslam,6.3,82,66
8499,Vicky Cristina Barcelona,7.1,81,70
8500,The Curious Case of Benjamin Button,7.8,71,70
8501,Bachelorette,5.3,56,53
8502,Stand by Me,8.1,91,75
8503,Corpse Bride,7.3,84,83
8504,Blood Diamond,8,63,64
8505,Black Butler,7.8,,
8506,My Best Friends Wedding,6.3,73,50
8507,The Magic of Belle Isle,7,29,46
8508,The Bank Job,7.2,80,69
8509,The Bucket List,7.4,41,42
8510,Silver Linings Playbook,7.7,92,81
8511,Broken City,6.2,28,49
8512,The Inbetweeners Movie,6.7,53,44
8513,The Blind Side,7.6,66,53
8514,The Bridge,8.6,,
8515,The Dark Knight,9,94,84
8516,Broadchurch,8.4,,
8517,Batman Begins,8.2,84,70
8518,The Big Bang Theory,8.1,,
8519,Zack and Miri Make a Porno,6.5,65,56
8520,I Now Pronounce You Chuck and Larry,5.9,15,37
8521,A Single Man,7.6,86,77
8522,Wallace and Gromit: The Curse of the Were-Rabbit,7.3,,
8523,The Kids Are All Right,7,92,86
8524,A.I. Artificial Intelligence,7.2,74,65
8525,Aquamarine,5.3,51,51
8526,A History of Violence,7.4,87,81
8527,A Clockwork Orange,8.3,86,77
8528,Kevin Hart: Laugh at My Pain,7.4,71,
8529,"Good Night, and Good Luck",7.4,93,80
8530,Kick-Ass,7.6,76,66
8531,A Knights Tale,6.9,59,56
8532,Arthur and the Invisibles,6,22,39
8533,Anger Management,6.3,42,52
8534,Music and Lyrics,6.5,63,59
8535,Arne Dahl,6.8,,
8536,Cats and Dogs: The Revenge of Kitty Galore,4.3,13,30
8537,Cloud Atlas,7.4,66,55
8538,Pride and Prejudice,8.8,,
8539,Gnomeo and Juliet,7.3,,
8540,The Last Airbender,4,5,20
8541,"Angus, Thongs and Perfect Snogging",6.3,73,
8542,Not Another Teen Movie,5.7,29,32
8543,A Cinderella Story,5.9,12,25
8544,The New Adventures of Lucky Luke,7,21,
8545,Kikker and Vriendjes,7.4,,
8546,Air Buddies,4.8,64,
8547,The Adventures of Tintin,8.3,,
8548,Jochem Myjer: Adehade,7.7,,
8549,I Am Legend,7.2,68,65
8550,Life as We Know It,6.5,29,39
8551,After Earth,4.8,11,33
8552,Zack and Quack,7.1,,
8553,Achtste-groepers huilen niet,7.5,78,
8554,American Gangster,7.8,81,76
8555,Annie,6.6,57,39
8556,Angels and Demons,6.7,37,48
8557,Brooklyn Nine-Nine,8.4,,
8558,50/50,7.6,93,72
8559,Ghostbusters,7.8,97,71
8560,Four Christmases,5.7,25,41
8561,Movie 43,4.3,4,18
8562,The 40-Year-Old Virgin,7.1,85,73
8563,Transporter 3,6.1,40,51
8564,Iron Man 3,7.1,79,62
8565,Jackass 3.5: The Explicit Movie,6.7,60,
8566,Terminator 3: Rise of the Machines,6.3,69,66
8567,The Three Musketeers,5.7,26,35
8568,Zero Dark Thirty,7.4,91,95
8569,[Rec] 3: Genesis,5,40,45
8570,30 Days of Night,6.6,51,53
8571,Naruto the Movie 2: Legend of the Stone of Gelel,6.6,79,
8572,Scooby-Doo 2: Monsters Unleashed,5.1,22,34
8573,American Pie 2,6.4,52,43
8574,Mean Girls 2,4.1,30,
8575,Jackass 2.5,6.4,52,
8576,Jackass: Number Two,7,64,66
8577,The Hangover: Part II,6.5,33,44
8578,The Expendables 2,6.6,67,51
8579,Step Up 2: The Streets,6.2,28,50
8580,Gremlins 2: The New Batch,6.4,71,69
8581,[REC] 2,6.5,68,52
8582,Ghostbusters 2,6.6,53,56
8583,21 and Over,5.8,27,34
8584,28 Days Later,7.6,87,73
8585,Katt Williams: The Pimp Chronicles: Pt. 1,7.7,90,
8586,One Day,7,36,48
8587,Asterix: The 12 Tasks,7.7,87,
8588,The First Beautiful Thing,7.1,82,62
8589,16 Blocks,6.6,56,63
8590,"10,000 B.C.",5.1,9,34
8591,The Terminal,7.4,61,55
8592,The Tuxedo,5.4,21,30
8593,The Haunting,5,16,42
8594,The Siege,6.4,44,53
8595,The Core,5.5,40,48
8596,Sophies Choice,7.6,78,68
8597,The Manchurian Candidate,6.6,80,76
8598,The Last Castle,7,52,43
8599,The Beach,6.7,20,43
8600,Team America: World Police,7.2,77,64
8601,Theres Something About Mary,7.1,83,69
8602,Watchmen,7.6,65,56
8603,Vanilla Sky,6.9,42,45
8604,The Uninvited,6.3,32,43
8605,The Transporter,6.8,54,51
8606,Ted,6.9,69,62
8607,Stardust,7.6,76,66
8608,Star Trek,7.9,94,82
8609,Savages,6.5,50,59
8610,Shark Tale,6,36,48
8611,Shooter,7.2,47,53
8612,Scandal,7.7,,
8613,Suits,8.5,,
8614,The Thin Red Line,7.6,80,78
8615,The Chronicles of Riddick,6.7,29,38
8616,Revolutionary Road,7.3,67,69
8617,The Ring,7.1,71,57
8618,Road Trip,6.4,57,55
8619,Robots,6.3,64,64
8620,Rango,7.2,88,75
8621,The Prestige,8.5,76,66
8622,Planet of the Apes,5.7,44,50
8623,Problem Child,5.5,0,27
8624,Paycheck,6.3,27,43
8625,Picture Perfect,5.5,47,44
8626,Psycho,8.5,96,97
8627,ParaNorman,7,89,72
8628,Scent of a Woman,8,89,59
8629,The Others,7.6,83,74
8630,Office Space,7.7,80,68
8631,Out of Africa,7.2,62,69
8632,Old School,7.1,60,54
8633,The Office (U.S.),8.9,,
8634,Star Trek: Nemesis,6.4,39,51
8635,Nighthawks,6.4,70,56
8636,Nowhere Boys,7.2,,
8637,Norbit,4.1,9,27
